mission_id,version,enabled,name,objective,rules_json,acceptance_criteria_json
simple-readonly-review,1,true,Simple Read-Only Project Review,"Проведи безопасный read-only анализ доступного проекта. Определи структуру проекта, основные компоненты и потенциальные технические риски. Ничего не изменяй.","[""Не изменять файлы"", ""Не создавать и не удалять файлы"", ""Не выполнять команды, изменяющие состояние системы"", ""Не выполнять git commit"", ""Не выполнять git push"", ""Не устанавливать программное обеспечение""]","[""Определена структура проекта"", ""Определены основные компоненты"", ""Указаны до 3 потенциальных технических рисков"", ""Сформирован краткий итоговый отчёт"", ""Никакие файлы не изменены""]"
